property_id,location_id,property_type,price,location,city,province_name,baths,area,purpose,bedrooms,Area Type,Area Size,Area Category
237062,3325,Flat,10000000,G-10,Islamabad,Islamabad Capital,2,4 Marla,For Sale,2,Marla,4,0-5 Marla
346905,3236,Flat,6900000,E-11,Islamabad,Islamabad Capital,3,5.6 Marla,For Sale,3,Marla,5.6,5-10 Marla
386513,764,House,16500000,G-15,Islamabad,Islamabad Capital,6,8 Marla,For Sale,5,Marla,8,5-10 Marla
656161,340,House,43500000,Bani Gala,Islamabad,Islamabad Capital,4,2 Kanal,For Sale,4,Kanal,2,1-5 Kanal
841645,3226,House,7000000,DHA Defence,Islamabad,Islamabad Capital,3,8 Marla,For Sale,3,Marla,8,5-10 Marla
850762,3390,House,34500000,Ghauri Town,Islamabad,Islamabad Capital,8,1.6 Kanal,For Sale,8,Kanal,1.6,1-5 Kanal
937975,445,House,27000000,Korang Town,Islamabad,Islamabad Capital,8,1 Kanal,For Sale,8,Kanal,1,1-5 Kanal
1258636,3241,Flat,7800000,E-11,Islamabad,Islamabad Capital,2,6.2 Marla,For Sale,2,Marla,6.2,5-10 Marla
1402466,376,House,50000000,DHA Defence,Islamabad,Islamabad Capital,7,1 Kanal,For Sale,7,Kanal,1,1-5 Kanal
1418706,3282,Penthouse,40000000,F-11,Islamabad,Islamabad Capital,5,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
1425602,429,Flat,35000000,Diplomatic Enclave,Islamabad,Islamabad Capital,3,7.1 Marla,For Sale,3,Marla,7.1,5-10 Marla
1586658,429,Flat,48000000,Diplomatic Enclave,Islamabad,Islamabad Capital,2,7.8 Marla,For Sale,2,Marla,7.8,5-10 Marla
1623818,3300,House,400000000,F-6,Islamabad,Islamabad Capital,0,4.5 Kanal,For Sale,0,Kanal,4.5,1-5 Kanal
1665024,11905,Flat,13500000,DHA Defence,Islamabad,Islamabad Capital,5,10 Marla,For Sale,3,Marla,10,5-10 Marla
1879795,329,Flat,3600000,E-11,Islamabad,Islamabad Capital,1,3.1 Marla,For Sale,1,Marla,3.1,0-5 Marla
1879796,329,Flat,5000000,E-11,Islamabad,Islamabad Capital,2,4 Marla,For Sale,2,Marla,4,0-5 Marla
1947817,3075,House,19000000,DHA Defence,Islamabad,Islamabad Capital,3,10 Marla,For Sale,3,Marla,10,5-10 Marla
2230469,9057,House,80000000,DHA Defence,Islamabad,Islamabad Capital,7,2 Kanal,For Sale,7,Kanal,2,1-5 Kanal
2234957,3116,House,26900000,B-17,Islamabad,Islamabad Capital,6,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
2384979,424,Flat,1750000,PWD Housing Scheme,Islamabad,Islamabad Capital,0,1.5 Marla,For Sale,0,Marla,1.5,0-5 Marla
2642166,3331,House,55000000,G-11,Islamabad,Islamabad Capital,7,14 Marla,For Sale,6,Marla,14,10-15 Marla
2642249,156,House,4500000,Bhara kahu,Islamabad,Islamabad Capital,3,5 Marla,For Sale,3,Marla,5,0-5 Marla
2651838,340,Farm House,88500000,Bani Gala,Islamabad,Islamabad Capital,3,6 Kanal,For Sale,3,Kanal,6,5-10 Kanal
2682075,429,Flat,47000000,Diplomatic Enclave,Islamabad,Islamabad Capital,2,8.4 Marla,For Sale,3,Marla,8.4,5-10 Marla
2771097,8257,House,4500000,Garden Town,Islamabad,Islamabad Capital,4,4.7 Marla,For Sale,4,Marla,4.7,0-5 Marla
2842741,3460,House,6800000,Koral Town,Islamabad,Islamabad Capital,4,4 Marla,For Sale,4,Marla,4,0-5 Marla
2873584,3491,House,20000000,Soan Garden,Islamabad,Islamabad Capital,5,12 Marla,For Sale,6,Marla,12,10-15 Marla
2883507,157,Flat,19400000,Blue Area,Islamabad,Islamabad Capital,1,4.3 Marla,For Sale,1,Marla,4.3,0-5 Marla
3098002,3299,House,100000000,F-6,Islamabad,Islamabad Capital,5,17.8 Marla,For Sale,5,Marla,17.8,15-20 Marla
3101600,3332,Flat,8000000,G-11,Islamabad,Islamabad Capital,2,6.7 Marla,For Sale,2,Marla,6.7,5-10 Marla
3166573,329,Flat,6300000,E-11,Islamabad,Islamabad Capital,3,5.3 Marla,For Sale,3,Marla,5.3,5-10 Marla
3285142,3307,House,220000000,F-7,Islamabad,Islamabad Capital,10,2.1 Kanal,For Sale,10,Kanal,2.1,1-5 Kanal
3310804,3394,House,4500000,Ghauri Town,Islamabad,Islamabad Capital,3,5 Marla,For Sale,2,Marla,5,0-5 Marla
3371338,3436,House,12500000,I-16,Islamabad,Islamabad Capital,5,8 Marla,For Sale,6,Marla,8,5-10 Marla
3626467,343,House,230000000,E-7,Islamabad,Islamabad Capital,4,2.5 Kanal,For Sale,4,Kanal,2.5,1-5 Kanal
858689,3190,House,110000,DHA Defence,Islamabad,Islamabad Capital,5,1 Kanal,For Rent,5,Kanal,1,1-5 Kanal
877435,165,House,600000,F-7,Islamabad,Islamabad Capital,6,2 Kanal,For Rent,6,Kanal,2,1-5 Kanal
981663,3349,Lower Portion,33000,G-15,Islamabad,Islamabad Capital,2,8 Marla,For Rent,2,Marla,8,5-10 Marla
1838236,1378,House,45000,Pakistan Town,Islamabad,Islamabad Capital,5,1.2 Kanal,For Rent,3,Kanal,1.2,1-5 Kanal
1871937,156,Upper Portion,12000,Bhara kahu,Islamabad,Islamabad Capital,2,5 Marla,For Rent,2,Marla,5,0-5 Marla
1923026,165,House,175000,F-7,Islamabad,Islamabad Capital,4,13.3 Marla,For Rent,4,Marla,13.3,10-15 Marla
2040534,9014,Lower Portion,17000,Islamabad Expressway,Islamabad,Islamabad Capital,2,5 Marla,For Rent,2,Marla,5,0-5 Marla
2922894,3300,House,1022000,F-6,Islamabad,Islamabad Capital,8,2 Kanal,For Rent,8,Kanal,2,1-5 Kanal
3191268,164,House,900000,F-6,Islamabad,Islamabad Capital,8,2.4 Kanal,For Rent,7,Kanal,2.4,1-5 Kanal
3347676,3299,Lower Portion,200000,F-6,Islamabad,Islamabad Capital,3,16 Marla,For Rent,3,Marla,16,15-20 Marla
3349054,329,House,265000,E-11,Islamabad,Islamabad Capital,7,2 Kanal,For Rent,7,Kanal,2,1-5 Kanal
3577153,3377,Lower Portion,60000,G-8,Islamabad,Islamabad Capital,2,9.3 Marla,For Rent,2,Marla,9.3,5-10 Marla
347795,8,House,220000000,Model Town,Lahore,Punjab,0,6 Kanal,For Sale,0,Kanal,6,5-10 Kanal
482892,48,House,40000000,Multan Road,Lahore,Punjab,5,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
555962,75,House,9500000,Eden,Lahore,Punjab,0,9 Marla,For Sale,3,Marla,9,5-10 Marla
562843,3821,House,125000000,Gulberg,Lahore,Punjab,7,1 Kanal,For Sale,8,Kanal,1,1-5 Kanal
686990,3522,House,21000000,Allama Iqbal Town,Lahore,Punjab,5,11 Marla,For Sale,6,Marla,11,10-15 Marla
785289,3102,House,52000000,Gulberg,Lahore,Punjab,6,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
891543,4031,House,16500000,Military Accounts Housing Society,Lahore,Punjab,7,8 Marla,For Sale,6,Marla,8,5-10 Marla
983065,3749,House,32500000,EME Society,Lahore,Punjab,0,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
983066,3745,House,31500000,EME Society,Lahore,Punjab,0,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
983075,3931,House,40000000,Izmir Town,Lahore,Punjab,0,1.6 Kanal,For Sale,6,Kanal,1.6,1-5 Kanal
1286643,3733,House,13500000,Eden,Lahore,Punjab,4,7.5 Marla,For Sale,4,Marla,7.5,5-10 Marla
1402784,514,House,87500000,Upper Mall,Lahore,Punjab,5,1.2 Kanal,For Sale,4,Kanal,1.2,1-5 Kanal
1606710,69,House,16500000,Cavalry Ground,Lahore,Punjab,0,10 Marla,For Sale,4,Marla,10,5-10 Marla
1646880,1781,House,18500000,Bahria Town,Lahore,Punjab,0,10 Marla,For Sale,0,Marla,10,5-10 Marla
1794392,9432,House,23500000,Askari,Lahore,Punjab,4,10 Marla,For Sale,4,Marla,10,5-10 Marla
1861954,378,House,22500000,Bedian Road,Lahore,Punjab,4,1 Kanal,For Sale,4,Kanal,1,1-5 Kanal
1871116,4445,House,50000000,Agrics Town,Lahore,Punjab,7,18 Marla,For Sale,6,Marla,18,15-20 Marla
1997947,3814,House,39500000,Gulberg,Lahore,Punjab,6,10 Marla,For Sale,6,Marla,10,5-10 Marla
2052081,9435,House,27500000,Askari,Lahore,Punjab,5,12 Marla,For Sale,4,Marla,12,10-15 Marla
2146098,9747,House,40000000,Chaman Park,Lahore,Punjab,3,11 Marla,For Sale,6,Marla,11,10-15 Marla
2311887,9432,House,45000000,Askari,Lahore,Punjab,6,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
2379549,1511,House,3200000,Chungi Amar Sadhu,Lahore,Punjab,2,3 Marla,For Sale,3,Marla,3,0-5 Marla
2439750,9436,House,21200000,Askari,Lahore,Punjab,4,10 Marla,For Sale,3,Marla,10,5-10 Marla
2439775,9433,House,23000000,Askari,Lahore,Punjab,5,10 Marla,For Sale,4,Marla,10,5-10 Marla
2439785,9434,House,21500000,Askari,Lahore,Punjab,5,10 Marla,For Sale,4,Marla,10,5-10 Marla
2439790,9435,House,21500000,Askari,Lahore,Punjab,5,10 Marla,For Sale,4,Marla,10,5-10 Marla
2471472,9433,House,40000000,Askari,Lahore,Punjab,6,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
2471478,9435,House,26000000,Askari,Lahore,Punjab,5,10 Marla,For Sale,4,Marla,10,5-10 Marla
2510609,9433,House,21000000,Askari,Lahore,Punjab,4,10 Marla,For Sale,4,Marla,10,5-10 Marla
2510625,9434,House,23000000,Askari,Lahore,Punjab,5,10 Marla,For Sale,4,Marla,10,5-10 Marla
2510674,9435,House,23000000,Askari,Lahore,Punjab,6,10 Marla,For Sale,5,Marla,10,5-10 Marla
2747251,3749,House,57500000,EME Society,Lahore,Punjab,5,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
2794766,3794,House,620000000,GOR,Lahore,Punjab,8,6.5 Kanal,For Sale,8,Kanal,6.5,5-10 Kanal
2801879,1494,House,5500000,Karim Park,Lahore,Punjab,3,2.5 Marla,For Sale,3,Marla,2.5,0-5 Marla
2821111,154,House,50000000,Gulberg,Lahore,Punjab,6,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
2913869,3089,House,12000000,Cantt,Lahore,Punjab,6,8 Marla,For Sale,6,Marla,8,5-10 Marla
3051476,373,House,65000000,Valencia Housing Society,Lahore,Punjab,0,2 Kanal,For Sale,0,Kanal,2,1-5 Kanal
3217881,3852,House,1250000000,Gulberg,Lahore,Punjab,0,8 Kanal,For Sale,0,Kanal,8,5-10 Kanal
3222456,893,House,42500000,Gulshan-e-Ravi,Lahore,Punjab,8,1.1 Kanal,For Sale,8,Kanal,1.1,1-5 Kanal
3242351,4280,House,66500000,Valencia Housing Society,Lahore,Punjab,0,2 Kanal,For Sale,0,Kanal,2,1-5 Kanal
3277952,8444,House,12000000,Al-Raheem Garden,Lahore,Punjab,5,6 Marla,For Sale,5,Marla,6,5-10 Marla
3292607,3745,House,40000000,EME Society,Lahore,Punjab,7,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
3341826,3824,House,180000000,Gulberg,Lahore,Punjab,7,4.7 Kanal,For Sale,5,Kanal,4.7,1-5 Kanal
3442797,4349,House,17000000,Mateen Avenue,Lahore,Punjab,6,9.7 Marla,For Sale,5,Marla,9.7,5-10 Marla
3463063,3748,House,47500000,EME Society,Lahore,Punjab,0,1 Kanal,For Sale,0,Kanal,1,1-5 Kanal
3507838,4113,House,17000000,Paragon City,Lahore,Punjab,5,10 Marla,For Sale,5,Marla,10,5-10 Marla
3541183,8425,House,25000000,IEP Engineers Town,Lahore,Punjab,5,18 Marla,For Sale,4,Marla,18,15-20 Marla
1422699,1156,House,8500000,Muslim Town,Faisalabad,Punjab,5,5 Marla,For Sale,4,Marla,5,0-5 Marla
2502517,1230,House,25000000,Millat Town,Faisalabad,Punjab,6,1.2 Kanal,For Sale,5,Kanal,1.2,1-5 Kanal
2799588,5036,House,6000000,Raza Abad,Faisalabad,Punjab,2,2.5 Marla,For Sale,4,Marla,2.5,0-5 Marla
3130278,419,House,60000000,Satiana Road,Faisalabad,Punjab,6,1.6 Kanal,For Sale,6,Kanal,1.6,1-5 Kanal
425947,1406,House,13500000,Humak,Rawalpindi,Punjab,4,7 Marla,For Sale,5,Marla,7,5-10 Marla
487921,6053,House,31500000,Westridge,Rawalpindi,Punjab,10,1.2 Kanal,For Sale,12,Kanal,1.2,1-5 Kanal
488267,3046,House,23000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,6,10 Marla,For Sale,6,Marla,10,5-10 Marla
798929,1058,House,9990000,Gulshan Abad,Rawalpindi,Punjab,2,10 Marla,For Sale,3,Marla,10,5-10 Marla
843206,8157,House,22500000,Media Town,Rawalpindi,Punjab,5,12 Marla,For Sale,5,Marla,12,10-15 Marla
934724,3041,House,40000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,8,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
940203,3048,House,9000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,4,5 Marla,For Sale,3,Marla,5,0-5 Marla
998953,1312,House,12800000,Chaklala Scheme,Rawalpindi,Punjab,0,7 Marla,For Sale,0,Marla,7,5-10 Marla
1232114,3046,House,37000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,8,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
1253008,3045,House,23000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,6,12 Marla,For Sale,5,Marla,12,10-15 Marla
1273436,3035,House,39500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,7,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
1298962,3046,House,21000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,7,10 Marla,For Sale,5,Marla,10,5-10 Marla
1402499,3035,House,37000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,5,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
1415183,3082,House,37000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,7,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
1423085,3046,House,37500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,7,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
1594906,8974,Flat,4800000,Bahria Town Rawalpindi,Rawalpindi,Punjab,1,3.8 Marla,For Sale,1,Marla,3.8,0-5 Marla
2207932,3036,House,35000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,5,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
2253425,9036,Penthouse,25000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,4,10 Marla,For Sale,4,Marla,10,5-10 Marla
2253437,8974,Flat,7500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,2,5.5 Marla,For Sale,2,Marla,5.5,5-10 Marla
2350458,3069,House,12800000,Bahria Town Rawalpindi,Rawalpindi,Punjab,4,7 Marla,For Sale,4,Marla,7,5-10 Marla
2561049,467,House,5000000,Chakri Road,Rawalpindi,Punjab,5,5 Marla,For Sale,6,Marla,5,0-5 Marla
2720301,3082,House,22000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,6,10 Marla,For Sale,5,Marla,10,5-10 Marla
2720314,3082,House,38000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,7,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
2800276,1504,House,18000000,Askari 14,Rawalpindi,Punjab,4,10 Marla,For Sale,4,Marla,10,5-10 Marla
2800278,1515,House,25000000,Askari 13,Rawalpindi,Punjab,5,10 Marla,For Sale,4,Marla,10,5-10 Marla
2800283,5990,House,30000000,Askari 12,Rawalpindi,Punjab,6,10 Marla,For Sale,4,Marla,10,5-10 Marla
2800285,1515,House,23000000,Askari 13,Rawalpindi,Punjab,5,10 Marla,For Sale,4,Marla,10,5-10 Marla
2956901,1266,House,30000000,Judicial Colony,Rawalpindi,Punjab,8,1 Kanal,For Sale,10,Kanal,1,1-5 Kanal
3004205,1504,House,32000000,Askari 14,Rawalpindi,Punjab,5,1.1 Kanal,For Sale,5,Kanal,1.1,1-5 Kanal
3075436,3035,House,40000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,8,1.5 Kanal,For Sale,7,Kanal,1.5,1-5 Kanal
3293438,1515,House,25000000,Askari 13,Rawalpindi,Punjab,6,10 Marla,For Sale,5,Marla,10,5-10 Marla
3304713,3074,House,6000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,2,5 Marla,For Sale,2,Marla,5,0-5 Marla
3362150,1515,House,23800000,Askari 13,Rawalpindi,Punjab,0,10 Marla,For Sale,4,Marla,10,5-10 Marla
3362151,1516,House,28000000,Askari 10,Rawalpindi,Punjab,5,10 Marla,For Sale,5,Marla,10,5-10 Marla
3395976,6020,House,5300000,Gulshan-e-Iqbal,Rawalpindi,Punjab,3,5 Marla,For Sale,2,Marla,5,0-5 Marla
3504704,1404,House,19900000,Shalley Valley,Rawalpindi,Punjab,6,10 Marla,For Sale,6,Marla,10,5-10 Marla
3534293,1515,House,15000000,Askari 13,Rawalpindi,Punjab,4,5 Marla,For Sale,3,Marla,5,0-5 Marla
3541894,1504,House,18000000,Askari 14,Rawalpindi,Punjab,5,10 Marla,For Sale,4,Marla,10,5-10 Marla
3542097,1515,House,24500000,Askari 13,Rawalpindi,Punjab,5,10 Marla,For Sale,4,Marla,10,5-10 Marla
3560427,1515,House,27000000,Askari 13,Rawalpindi,Punjab,4,10 Marla,For Sale,4,Marla,10,5-10 Marla
3560428,1515,House,18000000,Askari 13,Rawalpindi,Punjab,3,5 Marla,For Sale,3,Marla,5,0-5 Marla
3472517,9940,House,250000,Chen One Road,Faisalabad,Punjab,3,2 Kanal,For Rent,10,Kanal,2,1-5 Kanal
128983,478,House,200000,Adiala Road,Rawalpindi,Punjab,8,2.5 Kanal,For Rent,8,Kanal,2.5,1-5 Kanal
823201,1312,House,125000,Chaklala Scheme,Rawalpindi,Punjab,5,1 Kanal,For Rent,5,Kanal,1,1-5 Kanal
919906,3041,Upper Portion,33000,Bahria Town Rawalpindi,Rawalpindi,Punjab,3,10 Marla,For Rent,3,Marla,10,5-10 Marla
1078747,3036,House,110000,Bahria Town Rawalpindi,Rawalpindi,Punjab,7,1 Kanal,For Rent,6,Kanal,1,1-5 Kanal
1078877,3041,House,60000,Bahria Town Rawalpindi,Rawalpindi,Punjab,6,10 Marla,For Rent,5,Marla,10,5-10 Marla
1199301,3047,Upper Portion,50000,Bahria Town Rawalpindi,Rawalpindi,Punjab,3,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
1236447,3047,House,70000,Bahria Town Rawalpindi,Rawalpindi,Punjab,5,10 Marla,For Rent,5,Marla,10,5-10 Marla
1304761,9036,Flat,22000,Bahria Town Rawalpindi,Rawalpindi,Punjab,2,2.4 Marla,For Rent,2,Marla,2.4,0-5 Marla
1731945,3036,House,71000,Bahria Town Rawalpindi,Rawalpindi,Punjab,9,10 Marla,For Rent,9,Marla,10,5-10 Marla
2033851,439,Flat,35000,Chandni Chowk,Rawalpindi,Punjab,2,4 Marla,For Rent,2,Marla,4,0-5 Marla
2407301,3035,Upper Portion,48000,Bahria Town Rawalpindi,Rawalpindi,Punjab,4,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
2861614,1312,Upper Portion,50000,Chaklala Scheme,Rawalpindi,Punjab,3,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
3195454,10475,Flat,30000,Askari 15,Rawalpindi,Punjab,3,4.4 Marla,For Rent,3,Marla,4.4,0-5 Marla
3204109,3078,Flat,25000,Bahria Town Rawalpindi,Rawalpindi,Punjab,1,2.2 Marla,For Rent,1,Marla,2.2,0-5 Marla
3298698,1504,House,50000,Askari 14,Rawalpindi,Punjab,6,10 Marla,For Rent,5,Marla,10,5-10 Marla
3362683,1504,House,48000,Askari 14,Rawalpindi,Punjab,4,10 Marla,For Rent,3,Marla,10,5-10 Marla
86575,6649,House,450000000,Cantt,Karachi,Sindh,7,4 Kanal,For Sale,6,Kanal,4,1-5 Kanal
342005,232,House,35000000,Gulistan-e-Jauhar,Karachi,Sindh,8,16 Marla,For Sale,6,Marla,16,15-20 Marla
466607,1484,Flat,21000000,DHA Defence,Karachi,Sindh,3,8.9 Marla,For Sale,3,Marla,8.9,5-10 Marla
678919,9594,House,6500000,Malir,Karachi,Sindh,1,3.2 Marla,For Sale,2,Marla,3.2,0-5 Marla
813506,6732,House,13000000,Gadap Town,Karachi,Sindh,4,9.6 Marla,For Sale,4,Marla,9.6,5-10 Marla
1010365,1674,House,32000000,DHA Defence,Karachi,Sindh,4,4 Marla,For Sale,4,Marla,4,0-5 Marla
1097917,7132,House,4000000,Malir,Karachi,Sindh,3,3.2 Marla,For Sale,7,Marla,3.2,0-5 Marla
1260475,6861,Flat,16500000,Gulshan-e-Iqbal Town,Karachi,Sindh,4,9.8 Marla,For Sale,4,Marla,9.8,5-10 Marla
1631292,1483,House,110000000,DHA Defence,Karachi,Sindh,6,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
1902788,6853,House,12800000,Scheme 33,Karachi,Sindh,6,9.6 Marla,For Sale,5,Marla,9.6,5-10 Marla
2290028,6655,Flat,30000000,Cantt,Karachi,Sindh,3,10.2 Marla,For Sale,3,Marla,10.2,10-15 Marla
2290030,6655,Flat,34000000,Cantt,Karachi,Sindh,4,11.4 Marla,For Sale,3,Marla,11.4,10-15 Marla
2290031,6655,Flat,29500000,Cantt,Karachi,Sindh,0,11.4 Marla,For Sale,3,Marla,11.4,10-15 Marla
2290032,6655,Flat,30000000,Cantt,Karachi,Sindh,0,11.4 Marla,For Sale,3,Marla,11.4,10-15 Marla
2290033,6655,Flat,37500000,Cantt,Karachi,Sindh,0,13.1 Marla,For Sale,4,Marla,13.1,10-15 Marla
2478189,198,Flat,45000000,Bath Island,Karachi,Sindh,0,8.9 Marla,For Sale,3,Marla,8.9,5-10 Marla
2727355,6865,House,17000000,Gulshan-e-Iqbal Town,Karachi,Sindh,5,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
2733346,6861,Flat,12500000,Gulshan-e-Iqbal Town,Karachi,Sindh,3,7.6 Marla,For Sale,3,Marla,7.6,5-10 Marla
2755668,235,Flat,5000000,Gulshan-e-Iqbal Town,Karachi,Sindh,0,5.4 Marla,For Sale,2,Marla,5.4,5-10 Marla
2804200,9522,Flat,4100000,Abul Hassan Isphani Road,Karachi,Sindh,2,3.2 Marla,For Sale,2,Marla,3.2,0-5 Marla
2805158,7078,House,40000000,Nazimabad,Karachi,Sindh,8,13.4 Marla,For Sale,11,Marla,13.4,10-15 Marla
2860713,6655,Flat,28000000,Cantt,Karachi,Sindh,3,11.4 Marla,For Sale,3,Marla,11.4,10-15 Marla
2860714,6655,Flat,32500000,Cantt,Karachi,Sindh,3,11.4 Marla,For Sale,3,Marla,11.4,10-15 Marla
2860715,6655,Flat,40000000,Cantt,Karachi,Sindh,4,13.2 Marla,For Sale,4,Marla,13.2,10-15 Marla
3011860,9582,House,59500000,Malir,Karachi,Sindh,5,14 Marla,For Sale,5,Marla,14,10-15 Marla
3011866,9582,House,71500000,Malir,Karachi,Sindh,5,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
3011868,9582,House,55000000,Malir,Karachi,Sindh,4,14 Marla,For Sale,4,Marla,14,10-15 Marla
3011910,9582,House,59500000,Malir,Karachi,Sindh,6,14 Marla,For Sale,5,Marla,14,10-15 Marla
3011916,9582,House,68500000,Malir,Karachi,Sindh,5,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
3011918,9582,House,58500000,Malir,Karachi,Sindh,5,14 Marla,For Sale,4,Marla,14,10-15 Marla
3012199,9582,House,67000000,Malir,Karachi,Sindh,5,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
3023562,11088,House,120000000,Falcon Complex Faisal,Karachi,Sindh,5,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
3083937,9582,House,58500000,Malir,Karachi,Sindh,5,14 Marla,For Sale,4,Marla,14,10-15 Marla
3083938,9582,House,58000000,Malir,Karachi,Sindh,5,14 Marla,For Sale,4,Marla,14,10-15 Marla
3084030,11088,House,110000000,Falcon Complex Faisal,Karachi,Sindh,5,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
3084031,11088,House,119000000,Falcon Complex Faisal,Karachi,Sindh,5,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
3084032,11088,House,115000000,Falcon Complex Faisal,Karachi,Sindh,0,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
3084036,9582,House,59500000,Malir,Karachi,Sindh,5,14 Marla,For Sale,4,Marla,14,10-15 Marla
3089236,10163,House,19000000,Shahra-e-Faisal,Karachi,Sindh,4,9.6 Marla,For Sale,4,Marla,9.6,5-10 Marla
3111513,6811,Flat,7550000,Gizri,Karachi,Sindh,2,5.2 Marla,For Sale,2,Marla,5.2,5-10 Marla
3193846,1483,House,91500000,DHA Defence,Karachi,Sindh,6,1.2 Kanal,For Sale,5,Kanal,1.2,1-5 Kanal
3431065,304,Flat,4500000,Saddar Town,Karachi,Sindh,1,1.3 Marla,For Sale,2,Marla,1.3,0-5 Marla
3478944,9145,Flat,6900000,Scheme 33,Karachi,Sindh,3,6.1 Marla,For Sale,4,Marla,6.1,5-10 Marla
3493723,6834,Flat,4500000,Gulistan-e-Jauhar,Karachi,Sindh,2,4.8 Marla,For Sale,2,Marla,4.8,0-5 Marla
3510354,8894,House,20000000,Gulshan-e-Iqbal Town,Karachi,Sindh,3,4.8 Marla,For Sale,2,Marla,4.8,0-5 Marla
3516247,6870,House,72500000,Gulshan-e-Iqbal Town,Karachi,Sindh,0,1.2 Kanal,For Sale,0,Kanal,1.2,1-5 Kanal
3531574,6870,House,85000000,Gulshan-e-Iqbal Town,Karachi,Sindh,6,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
3548408,6879,House,60000000,Gulshan-e-Iqbal Town,Karachi,Sindh,4,9.7 Marla,For Sale,4,Marla,9.7,5-10 Marla
3548450,6869,House,120000000,Gulshan-e-Iqbal Town,Karachi,Sindh,6,1.2 Kanal,For Sale,6,Kanal,1.2,1-5 Kanal
3594284,1485,Flat,45000000,DHA Defence,Karachi,Sindh,4,9.7 Marla,For Sale,3,Marla,9.7,5-10 Marla
3594294,1485,Flat,35000000,DHA Defence,Karachi,Sindh,3,9.1 Marla,For Sale,2,Marla,9.1,5-10 Marla
3594297,8503,Flat,25000000,DHA Defence,Karachi,Sindh,1,6 Marla,For Sale,1,Marla,6,5-10 Marla
523420,1484,House,200000,DHA Defence,Karachi,Sindh,0,1.2 Kanal,For Rent,6,Kanal,1.2,1-5 Kanal
530579,1673,House,230000,DHA Defence,Karachi,Sindh,0,2 Kanal,For Rent,6,Kanal,2,1-5 Kanal
557299,181,House,120000,Cantt,Karachi,Sindh,4,14 Marla,For Rent,4,Marla,14,10-15 Marla
1711014,6703,House,19000,Federal B Area,Karachi,Sindh,2,4.8 Marla,For Rent,3,Marla,4.8,0-5 Marla
3001749,7184,House,43000,North Karachi,Karachi,Sindh,3,11.5 Marla,For Rent,6,Marla,11.5,10-15 Marla
3012382,9582,House,85000,Malir,Karachi,Sindh,0,14 Marla,For Rent,4,Marla,14,10-15 Marla
3012383,9582,House,110000,Malir,Karachi,Sindh,0,1 Kanal,For Rent,5,Kanal,1,1-5 Kanal
3083340,9582,House,130000,Malir,Karachi,Sindh,5,1 Kanal,For Rent,5,Kanal,1,1-5 Kanal
